rcsb_id,lig_3letter,lig_name,smiles
4DCH,4DC,"(2R)-3-cyclopentyl-2-[4-(methylsulfonyl)phenyl]-N-(1,3-thiazol-2-yl)propanamide",CS(=O)(=O)c1ccc(cc1)C(CC2CCCC2)C(=O)Nc3nccs3
4DDR,MMV,"3-(2-{3-[(2,4-diamino-6-ethylpyrimidin-5-yl)oxy]propoxy}phenyl)propanoic acid",CCc1c(c(nc(n1)N)N)OCCCOc2ccccc2CCC(=O)O
4DE0,0JB,N-[3-(1H-tetrazol-5-yl)phenyl]-1H-benzimidazole-7-carboxamide,c1cc(cc(c1)NC(=O)c2cccc3c2[nH]cn3)c4[nH]nnn4
4DE1,0J6,N-[3-(1H-tetrazol-5-yl)phenyl]-2H-indazole-5-carboxamide,c1cc(cc(c1)NC(=O)c2ccc3c(c2)c[nH]n3)c4[nH]nnn4
4DEH,0JK,"5-phenyl-3-(quinolin-6-ylmethyl)-3,5,6,7-tetrahydro-4H-[1,2,3]triazolo[4,5-c]pyridin-4-one",c1ccc(cc1)N2CCc3c(n(nn3)Cc4ccc5c(c4)cccn5)C2=O
4DHM,0KB,[2-(2-oxo-2-{[3-(trifluoromethyl)phenyl]amino}ethoxy)phenyl]phosphonic acid,c1ccc(c(c1)OCC(=O)Nc2cccc(c2)C(F)(F)F)P(=O)(O)O
4DHS,Y03,"(2-{2-[(3,5-dichlorophenyl)amino]-2-oxoethoxy}phenyl)phosphonic acid",c1ccc(c(c1)OCC(=O)Nc2cc(cc(c2)Cl)Cl)P(=O)(O)O
4DHU,0KH,"(2-{2-[(2,3-dichlorophenyl)amino]-2-oxoethoxy}phenyl)phosphonic acid",c1ccc(c(c1)OCC(=O)Nc2cccc(c2Cl)Cl)P(=O)(O)O
4DJV,0KM,"(2E,5R)-2-imino-5-(3'-methoxybiphenyl-3-yl)-3-methyl-5-phenylimidazolidin-4-one",CN1C(=O)C(NC1=N)(c2ccccc2)c3cccc(c3)c4cccc(c4)OC
4DJW,0KP,"(2E,5R)-2-imino-3-methyl-5-phenyl-5-[3-(pyridin-3-yl)phenyl]imidazolidin-4-one",CN1C(=O)C(NC1=N)(c2ccccc2)c3cccc(c3)c4cccnc4
4DJX,0KQ,"(2E,5R)-5-[3-(5-chloropyridin-3-yl)phenyl]-5-cyclopropyl-2-imino-3-methylimidazolidin-4-one",CN1C(=O)C(NC1=N)(c2cccc(c2)c3cc(cnc3)Cl)C4CC4
4DJY,0KR,"(2E,5R)-5-cyclopropyl-2-imino-3-methyl-5-{3-[5-(prop-1-yn-1-yl)pyridin-3-yl]phenyl}imidazolidin-4-one",CC#Cc1cc(cnc1)c2cccc(c2)C3(C(=O)N(C(=N)N3)C)C4CC4
4DKO,0LM,"N-(4-chloro-3-fluorophenyl)-N'-(1,2,2,6,6-pentamethylpiperidin-4-yl)ethanediamide",CC1(CC(CC(N1C)(C)C)NC(=O)C(=O)Nc2ccc(c(c2)F)Cl)C
4DKP,0LL,"N-[(1S,2S)-2-amino-2,3-dihydro-1H-inden-1-yl]-N'-(4-chloro-3-fluorophenyl)ethanediamide",c1ccc2c(c1)CC(C2NC(=O)C(=O)Nc3ccc(c(c3)F)Cl)N
4DMA,0L8,2'-bromo-6'-(furan-3-yl)-4'-(hydroxymethyl)biphenyl-4-ol,c1cc(ccc1c2c(cc(cc2Br)CO)c3ccoc3)O
4DPH,P65,"2,4-diamino-6-methyl-5-[3-(2,4,5-trichlorophenoxy)propyloxy]pyrimidine",Cc1c(c(nc(n1)N)N)OCCCOc2cc(c(cc2Cl)Cl)Cl
4DTK,7LI,"(5Z)-5-{2-[(3R)-3-aminopiperidin-1-yl]-3-(propan-2-yloxy)benzylidene}-1,3-thiazolidine-2,4-dione",CC(C)Oc1cccc(c1N2CCCC(C2)N)C=C3C(=O)NC(=O)S3
4DUH,RLI,"4-{[4'-methyl-2'-(propanoylamino)-4,5'-bi-1,3-thiazol-2-yl]amino}benzoic acid",CCC(=O)Nc1nc(c(s1)c2csc(n2)Nc3ccc(cc3)C(=O)O)C
4DVR,0LY,"N-(4-bromophenyl)-N'-(2,2,6,6-tetramethylpiperidin-4-yl)ethanediamide",CC1(CC(CC(N1)(C)C)NC(=O)C(=O)Nc2ccc(cc2)Br)C
4DVT,0LZ,"N-(4-chloro-3-fluorophenyl)-N'-[(1S)-1,2,3,4-tetrahydroisoquinolin-1-ylmethyl]ethanediamide",c1ccc2c(c1)CCNC2CNC(=O)C(=O)Nc3ccc(c(c3)F)Cl
4DVV,0M1,"N-{[(4S,5S)-5-(aminomethyl)-2,2-dimethyl-1,3-dioxolan-4-yl]methyl}-N'-(4-chloro-3-fluorophenyl)ethanediamide",CC1(OC(C(O1)CNC(=O)C(=O)Nc2ccc(c(c2)F)Cl)CN)C
4DVW,0M4,"N-(4-chloro-3-fluorophenyl)-N'-[(3aS,6aS)-hexahydrocyclopenta[c]pyrrol-3a(1H)-ylmethyl]ethanediamide",c1cc(c(cc1NC(=O)C(=O)NCC23CCCC2CNC3)F)Cl
4DVX,0M5,N-(4-chloro-3-fluorophenyl)-N'-{[(3R)-1-cyclopropylpyrrolidin-3-yl]methyl}ethanediamide,c1cc(c(cc1NC(=O)C(=O)NCC2CCN(C2)C3CC3)F)Cl
4DXD,9PC,"3-[(6-chloro[1,3]thiazolo[5,4-b]pyridin-2-yl)methoxy]-2,6-difluorobenzamide",c1cc(c(c(c1OCc2nc3cc(cnc3s2)Cl)F)C(=O)N)F
4E1K,0N5,N-{4-[(7-hydroxy-6-methoxyquinazolin-4-yl)amino]phenyl}benzamide,COc1cc2c(cc1O)ncnc2Nc3ccc(cc3)NC(=O)c4ccccc4
4E4M,0NH,"1-[4-methyl-1-(methylsulfonyl)piperidin-4-yl]-1,6-dihydroimidazo[4,5-d]pyrrolo[2,3-b]pyridine",CC1(CCN(CC1)S(=O)(=O)C)n2cnc3c2c4cc[nH]c4nc3
4E4N,0NL,"tert-butyl [(1R,3R)-3-(imidazo[4,5-d]pyrrolo[2,3-b]pyridin-1(6H)-yl)cyclopentyl]carbamate",CC(C)(C)OC(=O)NC1CCC(C1)n2cnc3c2c4cc[nH]c4nc3
4E5W,0NT,"[4-(imidazo[4,5-d]pyrrolo[2,3-b]pyridin-1(6H)-yl)piperidin-1-yl][(2S)-1-(propan-2-yl)pyrrolidin-2-yl]methanone",CC(C)N1CCCC1C(=O)N2CCC(CC2)n3cnc4c3c5cc[nH]c5nc4
4E6Q,0NV,"1-(1-benzylpiperidin-4-yl)-1,6-dihydroimidazo[4,5-d]pyrrolo[2,3-b]pyridine",c1ccc(cc1)CN2CCC(CC2)n3cnc4c3c5cc[nH]c5nc4
4E96,0NS,"2-methoxy-N-(3-methyl-2-oxo-1,2,3,4-tetrahydroquinazolin-6-yl)benzenesulfonamide",CN1Cc2cc(ccc2NC1=O)NS(=O)(=O)c3ccccc3OC
4EBV,0O7,"8-(4-ethylphenyl)-5-methyl-2,5-dihydropyrazolo[4,3-c][2,1]benzothiazine 4,4-dioxide",CCc1ccc(cc1)c2ccc3c(c2)-c4c(c[nH]n4)S(=O)(=O)N3C
4EFB,0OW,"4-amino-2-(cyclopentyloxy)-6-{[(1R,2S)-2-hydroxycyclopentyl]oxy}pyrimidine-5-carboxamide",C1CCC(C1)Oc2nc(c(c(n2)OC3CCCC3O)C(=O)N)N
4EFE,0OV,"[4-amino-2-{[(1S,2R)-2-methylcyclohexyl]oxy}-5-oxopyrido[2,3-d]pyrimidin-8(5H)-yl]acetonitrile",CC1CCCCC1Oc2nc(c3c(n2)N(C=CC3=O)CC#N)N
4EH9,0OQ,"(1R,5S)-3-[4-(trifluoromethyl)benzoyl]-1,2,3,4,5,6-hexahydro-8H-1,5-methanopyrido[1,2-a][1,5]diazocin-8-one",c1cc(ccc1C(=O)N2CC3CC(C2)C4=CC=CC(=O)N4C3)C(F)(F)F
4EOI,1RO,"(5E)-5-(quinolin-6-ylmethylidene)-2-[(thiophen-2-ylmethyl)amino]-1,3-thiazol-4(5H)-one",c1cc2cc(ccc2nc1)C=C3C(=O)N=C(S3)NCc4cccs4
4EPY,0QY,N-[2-(1H-indol-3-ylmethyl)-1H-benzimidazol-5-yl]-L-prolinamide,c1ccc2c(c1)c(c[nH]2)Cc3[nH]c4ccc(cc4n3)NC(=O)C5CCCN5
4EYJ,N61,1-(3-tert-butyl-1-methyl-1H-pyrazol-5-yl)-3-[4-(pyridin-4-yloxy)phenyl]urea,CC(C)(C)c1cc(n(n1)C)NC(=O)Nc2ccc(cc2)Oc3ccncc3
4EYM,0RX,2-(morpholin-4-yl)-N-[4-(pyridin-4-yloxy)phenyl]pyridine-4-carboxamide,c1cc(ccc1NC(=O)c2ccnc(c2)N3CCOCC3)Oc4ccncc4
4EYW,L0R,"1-[(2R)-2-(3,4-dihydroisoquinolin-2(1H)-ylcarbonyl)piperidin-1-yl]-2-phenoxyethanone",c1ccc(cc1)OCC(=O)N2CCCCC2C(=O)N3CCc4ccccc4C3
4F9V,PBD,"1-(3,4-dimethoxyphenyl)-3-[3-(1H-imidazol-1-yl)propyl]thiourea",COc1ccc(cc1OC)NC(=S)NCCCn2ccnc2
4FA2,SB0,trans-4-[4-(4-fluorophenyl)-5-(2-methoxypyrimidin-4-yl)-1H-imidazol-1-yl]cyclohexanol,COc1nccc(n1)c2c(ncn2C3CCC(CC3)O)c4ccc(cc4)F
4FAL,0T0,"3-(3,4-dihydroisoquinolin-2(1H)-ylsulfonyl)-N-methylbenzamide",CNC(=O)c1cccc(c1)S(=O)(=O)N2CCc3ccccc3C2
4FDN,0T4,3-(hydroxyamino)-N-[(1R)-1-phenylethyl]-5-(trifluoromethyl)benzamide,CC(c1ccccc1)NC(=O)c2cc(cc(c2)NO)C(F)(F)F
4FK6,0UJ,"N-({1-[(1R,2R,4S)-bicyclo[2.2.1]hept-2-yl]-1,6-dihydroimidazo[4,5-d]pyrrolo[2,3-b]pyridin-2-yl}methyl)methanesulfonamide",CS(=O)(=O)NCc1nc2cnc3c(c2n1C4CC5CCC4C5)cc[nH]3
4FKI,09K,N-(5-cyclopropyl-1H-pyrazol-3-yl)-2-[4-(trifluoromethoxy)phenyl]acetamide,c1cc(ccc1CC(=O)Nc2cc(n[nH]2)C3CC3)OC(F)(F)F
4FKJ,11K,N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-[4-(2-pyrrolidin-1-ylethoxy)phenyl]acetamide,c1cc(ccc1CC(=O)Nc2cc([nH]n2)C3CC3)OCCN4CCCC4
4FKO,20K,"2-chloro-N~4~-[4-(2,4-dimethyl-1,3-thiazol-5-yl)pyrimidin-2-yl]-N~1~,N~1~-dimethylbenzene-1,4-diamine",Cc1c(sc(n1)C)c2ccnc(n2)Nc3ccc(c(c3)Cl)N(C)C
4FKR,45K,"(8Z)-8-{[(2,2-dioxido-1,3-dihydro-2-benzothiophen-5-yl)amino]methylidene}-6,8-dihydro-7H-[1,3]thiazolo[5,4-e]indol-7-one",c1cc2c(cc1NC=C3c4c(ccc5c4scn5)NC3=O)CS(=O)(=O)C2
4FN2,854,ethyl (2S)-1-(benzylsulfonyl)piperidine-2-carboxylate,CCOC(=O)C1CCCCN1S(=O)(=O)Cc2ccccc2
4FQO,AZ3,"4,4'-[heptane-1,7-diylbis(oxy)]dibenzenecarboximidamide",c1cc(ccc1C(=N)N)OCCCCCCCOc2ccc(cc2)C(=N)N
4FR1,0V2,"6-amino-4-[2-({[trans-4-(biphenyl-4-ylethynyl)cyclohexyl]methyl}amino)ethyl]-2-(methylamino)-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",CNc1[nH]c2cc3c(c(c2n1)CCNCC4CCC(CC4)C#Cc5ccc(cc5)c6ccccc6)N=C(NC3=O)N
4FR6,0V3,"6-amino-2-(methylamino)-4-[2-({[trans-4-(pyridin-3-ylethynyl)cyclohexyl]methyl}amino)ethyl]-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",CNc1[nH]c2cc3c(c(c2n1)CCNCC4CCC(CC4)C#Cc5cccnc5)N=C(NC3=O)N
4FSM,HK1,"4-(6,7-dimethoxy-2,4-dihydroindeno[1,2-c]pyrazol-3-yl)phenol",COc1cc2c(cc1OC)-c3c(c([nH]n3)c4ccc(cc4)O)C2
4FSR,HKC,"6,7-dimethoxy-3-[4-(1H-tetrazol-5-yl)phenyl]-1,4-dihydroindeno[1,2-c]pyrazole",COc1cc2c(cc1OC)-c3c(c(n[nH]3)c4ccc(cc4)c5[nH]nnn5)C2
4FST,HK4,"4-[(6,7-dimethoxy-2,4-dihydroindeno[1,2-c]pyrazol-3-yl)ethynyl]-2-methoxyphenol",COc1cc(ccc1O)C#Cc2c3c(n[nH]2)-c4cc(c(cc4C3)OC)OC
4FSU,HK5,"4-[6-(1H-imidazol-1-ylmethyl)-7-methoxy-2,4-dihydroindeno[1,2-c]pyrazol-3-yl]benzonitrile",COc1cc-2c(cc1Cn3ccnc3)Cc4c2n[nH]c4c5ccc(cc5)C#N
4FSY,HK7,"2-(11-oxo-10,11-dihydro-5H-dibenzo[b,e][1,4]diazepin-3-yl)benzamide",c1ccc(c(c1)c2ccc3c(c2)Nc4ccccc4NC3=O)C(=O)N
4FSZ,HK8,"(3-chloro-11-oxo-10,11-dihydro-5H-dibenzo[b,e][1,4]diazepin-8-yl)acetic acid",c1cc2c(cc1CC(=O)O)NC(=O)c3ccc(cc3N2)Cl
4FT0,HK9,"2-methoxy-4-(11-oxo-10,11-dihydro-5H-dibenzo[b,e][1,4]diazepin-3-yl)benzoic acid",COc1cc(ccc1C(=O)O)c2ccc3c(c2)Nc4ccccc4NC3=O
4FT3,H1K,"1-(5-chloro-2,4-dimethoxyphenyl)-3-pyrazin-2-ylurea",COc1cc(c(cc1NC(=O)Nc2cnccn2)Cl)OC
4FTA,H5K,6-{[(5-cyanopyrazin-2-yl)carbamoyl]amino}naphthalene-2-carboxylic acid,c1cc(cc2c1cc(cc2)NC(=O)Nc3cnc(cn3)C#N)C(=O)O
4FTC,H6K,1-(5-cyanopyrazin-2-yl)-3-(5-phenyl-1H-pyrazol-3-yl)urea,c1ccc(cc1)c2cc(n[nH]2)NC(=O)Nc3cnc(cn3)C#N
4FTJ,H8K,"trans-4-({[3-(furan-3-yl)-2,4-dihydroindeno[1,2-c]pyrazol-6-yl]methyl}amino)cyclohexanol",c1cc-2c(cc1CNC3CCC(CC3)O)Cc4c2n[nH]c4c5ccoc5
4FTK,H9K,"3-(4'-hydroxybiphenyl-4-yl)-2,4-dihydroindeno[1,2-c]pyrazol-6-ol",c1cc(ccc1c2ccc(cc2)O)c3c4c(n[nH]3)-c5ccc(cc5C4)O
4FTL,H0K,"4'-[7-(hydroxymethyl)-2,4-dihydroindeno[1,2-c]pyrazol-3-yl]biphenyl-4-ol",c1cc(ccc1c2ccc(cc2)O)c3c4c(n[nH]3)-c5cc(ccc5C4)CO
4FTM,1HK,"4-[2-(2,4-dihydroindeno[1,2-c]pyrazol-3-yl)ethyl]-2-methoxyphenol",COc1cc(ccc1O)CCc2c3c(n[nH]2)-c4ccccc4C3
4FTQ,4HK,"5-{7-ethyl-6-[(3S)-tetrahydrofuran-3-yloxy]-2,4-dihydroindeno[1,2-c]pyrazol-3-yl}pyridine-2-carbonitrile",CCc1cc-2c(cc1OC3CCOC3)Cc4c2n[nH]c4c5ccc(nc5)C#N
4FTU,7HK,"methyl [11-oxo-3-(pyridin-4-ylamino)-10,11-dihydro-5H-dibenzo[b,e][1,4]diazepin-8-yl]acetate",COC(=O)Cc1ccc2c(c1)NC(=O)c3ccc(cc3N2)Nc4ccncc4
4FUH,1U2,6-[(phenylcarbamoyl)amino]naphthalene-2-carboximidamide,c1ccc(cc1)NC(=O)Nc2ccc3cc(ccc3c2)C(=N)N
4FUX,E75,"trans-4-{[4-(5-methyl-3-phenyl-1,2-oxazol-4-yl)pyrimidin-2-yl]amino}cyclohexanol",Cc1c(c(no1)c2ccccc2)c3ccnc(n3)NC4CCC(CC4)O
4FUY,EK2,"{4-[4-(3,5-dichlorophenyl)-1H-pyrazol-5-yl]-1H-pyrrol-2-yl}(morpholin-4-yl)methanone",c1c(cc(cc1Cl)Cl)c2cn[nH]c2c3cc([nH]c3)C(=O)N4CCOCC4
4FV4,EK7,"9-(dimethylamino)-2-[(3-hydroxyphenyl)amino]-5,6-dihydrothieno[3,4-h]quinazoline-7-carbonitrile",CN(C)c1c-2c(c(s1)C#N)CCc3c2nc(nc3)Nc4cccc(c4)O
4FW6,L59,"N-[(2S,3R)-3-hydroxy-1-(hydroxyamino)-1-oxobutan-2-yl]-4-(phenylethynyl)benzamide",CC(C(C(=O)NO)NC(=O)c1ccc(cc1)C#Cc2ccccc2)O
4FYN,0VE,"3-[8-({4-[ethyl(2-hydroxyethyl)amino]phenyl}amino)imidazo[1,2-a]pyrazin-5-yl]phenol",CCN(CCO)c1ccc(cc1)Nc2c3nccn3c(cn2)c4cccc(c4)O
4G16,0VM,2-[(4-{[3-(trifluoromethyl)pyridin-2-yl]oxy}phenyl)amino]-1H-benzimidazole-6-carbonitrile,c1cc(c(nc1)Oc2ccc(cc2)Nc3[nH]c4cc(ccc4n3)C#N)C(F)(F)F
4G2F,C07,"1-amino-5-(5-hydroxy-2-methylphenyl)-7,8,9,10-tetrahydropyrimido[4,5-c]isoquinolin-6(5H)-one",Cc1ccc(cc1N2c3c(c(ncn3)N)C4=C(C2=O)CCCC4)O
4G3E,0WC,"(2R)-4-[1-(2-amino-5-chloropyrimidin-4-yl)-2,3-dihydro-1H-indol-6-yl]-2-(1,3-thiazol-2-yl)but-3-yn-2-ol",CC(C#Cc1ccc2c(c1)N(CC2)c3c(cnc(n3)N)Cl)(c4nccs4)O
4G3F,0WB,"3-{2-[(5-fluoro-2-hydroxyphenyl)amino]-1,3-thiazol-4-yl}benzonitrile",c1cc(cc(c1)c2csc(n2)Nc3cc(ccc3O)F)C#N
4GCA,2X9,"{2,6-dimethyl-5-[(4,5,7-trifluoro-1,3-benzothiazol-2-yl)methyl]pyridin-3-yl}acetic acid",Cc1c(cc(c(n1)C)CC(=O)O)Cc2nc3c(c(cc(c3s2)F)F)F
4GFN,SUY,"(1R,5S,6s)-3-[5-chloro-6-ethyl-2-(pyrimidin-5-ylsulfanyl)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]-3-azabicyclo[3.1.0]hexan-6-amine",CCc1c(c2c([nH]1)nc(nc2N3CC4C(C3)C4N)Sc5cncnc5)Cl
4GH1,0WX,"4-{2-[(cyclohexylmethyl)amino]ethyl}-2-{[2-(morpholin-4-yl)ethyl]amino}-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",c1c2c(c(c3c1nc([nH]3)NCCN4CCOCC4)CCNCC5CCCCC5)N=CNC2=O
4GHI,0X3,"N-(3-chloro-5-fluorophenyl)-4-nitro-2,1,3-benzoxadiazol-5-amine",c1cc(c(c2c1non2)[N+](=O)[O-])Nc3cc(cc(c3)Cl)F
4GI4,0EX,"6-amino-4-[2-(benzylamino)ethyl]-2-[(2-phenylethyl)amino]-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",c1ccc(cc1)CCNc2[nH]c3cc4c(c(c3n2)CCNCc5ccccc5)N=C(NC4=O)N
4GIH,0X5,"2,6-dichloro-N-{2-[(cyclopropylcarbonyl)amino]pyridin-4-yl}benzamide",c1cc(c(c(c1)Cl)C(=O)Nc2ccnc(c2)NC(=O)C3CC3)Cl
4GII,0X6,"2,6-dichloro-4-cyano-N-{2-[(cyclopropylcarbonyl)amino]pyridin-4-yl}benzamide",c1cnc(cc1NC(=O)c2c(cc(cc2Cl)C#N)Cl)NC(=O)C3CC3
4GJ2,0XH,"2,6-dichloro-N-[2-({[(1R,2R)-2-fluorocyclopropyl]carbonyl}amino)pyridin-4-yl]benzamide",c1cc(c(c(c1)Cl)C(=O)Nc2ccnc(c2)NC(=O)C3CC3F)Cl
4GJ3,0XP,"2,6-dichloro-4-cyano-N-[2-({[(1R,2R)-2-fluorocyclopropyl]carbonyl}amino)pyridin-4-yl]benzamide",c1cnc(cc1NC(=O)c2c(cc(cc2Cl)C#N)Cl)NC(=O)C3CC3F
4GK3,L87,"8-butyl-1-methyl-7-(2-methylphenyl)-1H-imidazo[2,1-f]purine-2,4(3H,8H)-dione",CCCCn1c(cn2c1nc3c2C(=O)NC(=O)N3C)c4ccccc4C
4GK4,L90,"8-butyl-1-methyl-7-(5-methyl-1H-indazol-4-yl)-1H-imidazo[2,1-f]purine-2,4(3H,8H)-dione",CCCCn1c(cn2c1nc3c2C(=O)NC(=O)N3C)c4c(ccc5c4cn[nH]5)C
4GMX,K85,"propan-2-yl 3-{3-[3-methoxy-5-(trifluoromethyl)phenyl]-1H-1,2,4-triazol-1-yl}propanoate",CC(C)OC(=O)CCn1cnc(n1)c2cc(cc(c2)OC)C(F)(F)F
4GPT,51K,"2-(2-{3-[3,5-bis(trifluoromethyl)phenyl]-1H-1,2,4-triazol-1-yl}ethyl)-1,3,4-oxadiazole",c1c(cc(cc1C(F)(F)F)C(F)(F)F)c2ncn(n2)CCc3nnco3
4GRB,0XG,5-(2-{[4-(dimethylcarbamoyl)phenyl]amino}-4-methoxypyrimidin-5-yl)thiophene-3-carboxylic acid,CN(C)C(=O)c1ccc(cc1)Nc2ncc(c(n2)OC)c3cc(cs3)C(=O)O
4GS6,1FM,"(3S,5Z,8S,9S,11E)-8,9,16-trihydroxy-14-methoxy-3-methyl-3,4,9,10-tetrahydro-1H-2-benzoxacyclotetradecine-1,7(8H)-dione",CC1CC=CC(=O)C(C(CC=Cc2cc(cc(c2C(=O)O1)O)OC)O)O
4H3A,0YY,(2Z)-2-hydroxy-4-[4-(octyloxy)phenyl]-4-oxobut-2-enoic acid,CCCCCCCCOc1ccc(cc1)C(=O)C=C(C(=O)O)O
4H3X,10B,N-2-(biphenyl-4-ylsulfonyl)-N-2-(isopropyloxy)-acetohydroxamic acid,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(cc1)c2ccccc2
4H7C,10H,"1-(4-{[(2R)-2-methylpiperidin-1-yl]sulfonyl}phenyl)-1,3-dihydro-2H-pyrrol-2-one",CC1CCCCN1S(=O)(=O)c2ccc(cc2)N3C=CCC3=O
4H80,04T,N-(4-{[4-(methylsulfonyl)-2-nitrophenyl]amino}phenyl)acetamide,CC(=O)Nc1ccc(cc1)Nc2ccc(cc2[N+](=O)[O-])S(=O)(=O)C
4HA5,13W,"3-{5-[(2E,4S)-2-imino-1,4-dimethyl-6-oxohexahydropyrimidin-4-yl]thiophen-3-yl}benzonitrile",CC1(CC(=O)N(C(=N)N1)C)c2cc(cs2)c3cccc(c3)C#N
4HGE,15V,"N-[1-(3-chlorophenyl)-3-methyl-1H-pyrazol-5-yl]pyrazolo[1,5-a]pyrimidine-3-carboxamide",Cc1cc(n(n1)c2cccc(c2)Cl)NC(=O)c3cnn4c3nccc4
4HGL,0YO,"2-[5-methoxy-2-(quinolin-3-yl)pyrimidin-4-yl]-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one",COc1cnc(nc1c2cc3c([nH]2)CCNC3=O)c4cc5ccccc5nc4
4HGS,15G,"2-{2-[(3,4-difluorophenoxy)methyl]-5-methoxypyridin-4-yl}-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one",COc1cnc(cc1c2cc3c([nH]2)CCNC3=O)COc4ccc(c(c4)F)F
4HJS,18J,"N-{4-[(E)-2-(4-hydroxy-3,5-dimethylphenyl)ethenyl]phenyl}ethanesulfonamide",CCS(=O)(=O)Nc1ccc(cc1)C=Cc2cc(c(c(c2)C)O)C
4HNF,16W,"3-[(3-chlorophenoxy)methyl]-1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",c1cc(cc(c1)Cl)OCc2c3c(ncnc3n(n2)C4CCOCC4)N
4HVI,19S,"2-cyclopropyl-N-[(2R)-1-oxo-1-(piperidin-1-yl)propan-2-yl]-5H-pyrrolo[2,3-b]pyrazine-7-carboxamide",CC(C(=O)N1CCCCC1)NC(=O)c2c[nH]c3c2nc(cn3)C4CC4
4HXR,1A4,"N-[3-(2-oxo-2,3-dihydro-1,3-thiazol-4-yl)phenyl]thiophene-2-sulfonamide",c1cc(cc(c1)NS(=O)(=O)c2cccs2)C3=CSC(=O)N3
4HXS,1A3,"N-[3-(2-oxo-2,3-dihydro-1,3-thiazol-4-yl)phenyl]-1-phenylmethanesulfonamide",c1ccc(cc1)CS(=O)(=O)Nc2cccc(c2)C3=CSC(=O)N3
4HYS,1BJ,trans-4-{[4-(1H-indazol-1-yl)pyrimidin-2-yl]amino}cyclohexanol,c1ccc2c(c1)cnn2c3ccnc(n3)NC4CCC(CC4)O
4HZT,0ZA,"3-{(1S)-1-[(6-chloro-3,3-dimethyl-3,4-dihydroisoquinolin-1-yl)amino]-2-phenylethyl}-1,2,4-oxadiazol-5(2H)-one",CC1(Cc2cc(ccc2C(=N1)NC(Cc3ccccc3)C4=NC(=O)ON4)Cl)C
4I0R,1B4,"N-(propan-2-yl)-2-(3,4,5-trimethoxyphenyl)-5H-pyrrolo[2,3-b]pyrazine-7-carboxamide",CC(C)NC(=O)c1c[nH]c2c1nc(cn2)c3cc(c(c(c3)OC)OC)OC
4I0S,1B5,"2-(6-chloro-1-methyl-1H-indazol-3-yl)-N-(propan-2-yl)-5H-pyrrolo[2,3-b]pyrazine-7-carboxamide",CC(C)NC(=O)c1c[nH]c2c1nc(cn2)c3c4ccc(cc4n(n3)C)Cl
4I0T,1B6,"N-tert-butyl-2-(5,6,7,8-tetrahydroimidazo[1,5-a]pyridin-1-yl)-5H-pyrrolo[2,3-b]pyrazine-7-carboxamide",CC(C)(C)NC(=O)c1c[nH]c2c1nc(cn2)c3c4n(cn3)CCCC4
4I11,1CH,"N-(3,3-dimethyl-3,4-dihydroisoquinolin-1-yl)-L-phenylalanine",CC1(Cc2ccccc2C(=N1)NC(Cc3ccccc3)C(=O)O)C
4I5P,1D1,"(7R)-8-cyclopentyl-7-ethyl-5-methyl-2-(1H-pyrrol-2-yl)-7,8-dihydropteridin-6(5H)-one",CCC1C(=O)N(c2cnc(nc2N1C3CCCC3)c4ccc[nH]4)C
4I6Q,1DT,"N-[(1S)-1-cyclopropylethyl]-2-phenoxy-5H-pyrrolo[2,3-b]pyrazine-7-carboxamide",CC(C1CC1)NC(=O)c2c[nH]c3c2nc(cn3)Oc4ccccc4
4IBM,IR1,"5-(2-phenylpyrazolo[1,5-a]pyridin-3-yl)-3H-pyrazolo[3,4-c]pyridazin-3-one",c1ccc(cc1)c2c(c3ccccn3n2)c4cc5c(nn4)N=NC5=O
4IDT,T28,"11-bromo-5,6,7,8-tetrahydropyrimido[4',5':3,4]cyclohepta[1,2-b]indol-2-amine",c1cc2c(cc1Br)c-3c([nH]2)CCCc4c3nc(nc4)N
4IG3,J94,"(5S)-6,6-dimethyl-5-[(6R)-8-oxo-6,8-dihydrofuro[3,4-e][1,3]benzodioxol-6-yl]-5,6,7,8-tetrahydro[1,3]dioxolo[4,5-g]isoquinolin-6-ium",C[N+]1(CCc2cc3c(cc2C1C4c5ccc6c(c5C(=O)O4)OCO6)OCO3)C
4IR4,IR4,1-[7-(morpholin-4-yl)-1-(pyridin-2-yl)indolizin-3-yl]ethanone,CC(=O)c1cc(c2n1ccc(c2)N3CCOCC3)c4ccccn4
4ITJ,1HX,N-[(1S)-1-(2-chloro-6-fluorophenyl)ethyl]-5-cyano-1-methyl-1H-pyrrole-2-carboxamide,CC(c1c(cccc1Cl)F)NC(=O)c2ccc(n2C)C#N
