,rcsb_id,uniprot,ligand_name,smiles,source
3603,4kzq,Q9H2K2,DFL,c1ccc2c(c1)C(=O)CC(O2)c3ccc(cc3)O,pdbbind_old
3604,4kzu,Q9H2K2,A73,c1ccc2c(c1)C(=O)C=C(O2)c3ccc(cc3)Br,pdbbind_old
3605,4l19,P45452,1UA,Cc1ccc(cc1)CSC2=NC3=C(CCC3)C(=O)N2,pdbbind_old
3606,4l1t,P02766,1WZ,Cc1cc(cc(c1O)C)C=Cc2cc(cc(c2)N(C)C)C(=O)O,dcoid
3607,4l23,P42336,X6K,c1cc(cc(c1)O)c2nc3c4cccnc4oc3c(n2)N5CCOCC5,dcoid
3608,4l2l,P09960,1V6,c1ccc(cc1)Cc2ccc(cc2)c3csc(n3)N,pdbbind_old
3609,4l32,Q9H2K2,1VF,CN1CCN(CC1)C(=O)c2ccc(cc2)C3=CC(=O)c4ccccc4O3,dcoid
3610,4l33,Q9H2K2,F70,c1ccc2c(c1)C(=O)C=C(O2)c3ccc(cc3)C(=O)OCC#N,dcoid
3611,4l4v,Q6P4G7 P01850 Q95460 P61769,1VY,CC1=C(N(C2=NC(=O)NC(=O)C2=N1)CC(C(C(CO)O)O)O)O,pdbbind_old
3612,4l4z,P76141,D5X,CC(=O)C(C(COP(=O)(O)O)O)(O)O,pdbbind_old
3613,4l50,P76141,D8X,CC(C)CC(=O)C(C(COP(=O)(O)O)O)(O)O,pdbbind_new
3614,4l51,P76141,HSX,C(C1C(C(C(O1)O)O)O)OP(=O)(O)O,pdbbind_old
3615,4l59,Q96JM7,1VZ,c1cc(ccc1CCN2CCCC2)N3CCC(CC3)N4CCCC4,dcoid
3616,4l6s,P09874,1WQ,CC1C(=O)Nc2cc(ccc2O1)CN3CCC(=CC3)c4ccc(cc4)Cl,dcoid
3617,4l70,Q9Y6F1,1V9,CCC(c1ccccc1)NC(=O)CCC2=Nc3ccccc3C(=O)N2,dcoid
3618,4l7l,Q9Y6F1,1VA,c1ccc(cc1)CC(CO)NC(=O)CCC2=Nc3ccccc3C(=O)N2,dcoid
3619,4l7p,Q9Y6F1,M95,c1ccc(cc1)CC(CO)NC(=O)C=CC2=NC(=O)c3ccccc3N2,dcoid
3620,4l93,P07900,S36,CC(C)c1cc(c(cc1O)O)C(=O)N2CCc3ccccc3C2,dcoid
3621,4l9i,P28327,8PR,c1cc(ccc1C2CCNCC2COc3ccc4c(c3)OCO4)F,pdbbind_old
3622,4la7,Q9CAJ0,A1O,CCCN1c2ccc(cc2CCC1=O)NS(=O)(=O)Cc3ccc(cc3)C,dcoid
3623,4lae,P0A017,1VM,Cc1cc2c(cc1C)n(c(n2)c3nccs3)c4ccc5c(c4)nc(nc5N)N,dcoid
3624,4lah,P0A017,1VO,Cc1cc2c(cc1C)n(c(n2)c3cscn3)c4ccc5c(c4)nc(nc5N)N,dcoid
3625,4lbu,P28720,1WJ,CNc1[nH]c2cc3c(c(c2n1)CCC4C(C(C(O4)OC)OC)O)N=C(NC3=O)N,pdbbind_old
3626,4lc7,P56817,1WP,c1cc(cc(c1)C23CCCCC2OC(=N3)N)c4cc(cnc4)Cl,dcoid
3627,4lch,P47205,1WN,CC(c1ccc(cc1)O)(C(C(=O)NO)NC(=O)c2ccc(cc2)C#CC#Cc3ccc(cc3)N)O,pdbbind_old
3628,4leq,P28720,1WK,CNc1[nH]c2cc3c(c(c2n1)CCC4C(C(C(O4)OC)O)O)N=C(NC3=O)N,pdbbind_old
3629,4lhh,P11838,1TZ,Cc1cc(c(c(c1)C)C=NNC(=O)C(Cc2c[nH]c3c2cccc3)N)C,dcoid
3630,4lhm,P07650,AZZ,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],pdbbind_old
3631,4lhv,P61006,GDP,c1nc2c(n1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,pdbbind_old
3632,4lj5,Q9RA63,ADP,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,pdbbind_old
3633,4lj8,Q9RA63,ADP,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,pdbbind_old
3634,4lko,P27487,1WH,Cc1c(c(c2c(n1)CN(C2=O)CCOC)c3ccc(cc3Cl)Cl)CN,dcoid
3635,4lkq,Q9Y233,1XM,c1c2c([nH]n1)NC(=S)N=C2N,pdbbind_old
3636,4ll3,Q9WFL7 P03367,017,CC(C)CN(CC(C(Cc1ccccc1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)c4ccc(cc4)N,pdbbind_old
3637,4llj,Q9Y233,1XN,c1ccc2c(c1)c([nH]c2N)N,pdbbind_old
3638,4llk,Q9Y233,MEW,CC1=Nc2ccccc2C(=O)N1,pdbbind_old
3639,4llp,Q9Y233,4ZE,Cc1cc(ccc1O)N,pdbbind_old
3640,4llx,Q9Y233,5ZE,Cc1cc(nc(n1)N)C,pdbbind_old
3641,4lm0,Q9Y233,5NI,c1cc2c(cc1[N+](=O)[O-])cn[nH]2,pdbbind_old
3642,4lm1,Q9Y233,7ZE,c1cc2c(cccn2)c(c1)[N+](=O)[O-],pdbbind_old
3643,4lm2,Q9Y233,8ZE,c1cc2c(cc1CO)OCCO2,pdbbind_old
3644,4lm3,Q9Y233,9ZE,CC(=O)c1ccc2c(c1)OCCO2,pdbbind_old
3645,4lm4,Q9Y233,JPZ,c1ccc2c(c1)C(=O)N=CN2,pdbbind_old
3646,4loh,Q86WV6,1SY,c1nc(c2c(n1)n(cn2)C3C(C4C(O3)COP(=O)(OC5C(C(COP(=O)(O4)O)OC5n6cnc7c6NC(=NC7=O)N)O)O)O)N,pdbbind_old
3647,4loi,Q86WV6,1YC,c1nc(c2c(n1)n(cn2)C3C4C(C(O3)COP(=O)(OC5C(C(COP(=O)(O4)O)OC5n6cnc7c6N=C(NC7=O)N)O)O)O)N,pdbbind_old
3648,4loo,Q8CF89 P47811,SB4,c1cc(ccc1c2c(n(cn2)C3CCNCC3)c4ccnc(n4)N)F,pdbbind_old
3649,4lov,P08191,KGM,CCCCCCCOC1C(C(C(C(O1)CO)O)O)O,pdbbind_old
3650,4loy,P09945 P00734,6XS,CN1CCN(CC1)C(=O)C(CNC(=O)c2ccc(s2)Cl)NS(=O)(=O)c3cc(cc(c3Cl)N4CCCCC4=O)F,pdbbind_old
3651,4lps,O25560,GDP,c1nc2c(n1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,pdbbind_old
3652,4lrr,P0A886,CF9,c1cc2c(ccc3c2c(c1)C(=O)O3)OC(=O)c4ccc(cc4)[N+](=O)[O-],pdbbind_old
3653,4ls0,Q02127,B3B,c1ccc(cc1)c2csc(n2)NN=Cc3ccccc3C=O,dcoid
3654,4luz,P27694,1XT,Cc1cccc(c1)n2c(cc(n2)C(=O)O)c3ccc(cc3)OCc4ccc(cc4)c5ccc(o5)C(=O)O,pdbbind_old
3655,4lvg,P43490,20O,c1ccc(cc1)S(=O)(=O)c2ccc(cc2)NC(=O)C3CC3c4cccnc4,dcoid
3656,4lvt,P10415,1XJ,CC1(CCC(=C(C1)CN2CCN(CC2)c3ccc(cc3)C(=O)NS(=O)(=O)c4ccc(c(c4)S(=O)(=O)C(F)(F)F)NC(CCN5CCOCC5)CSc6ccccc6)c7ccc(cc7)Cl)C,pdbbind_old
3657,4lwe,P07900,FJ2,CC(=O)Nc1c(c(no1)c2cc(c(cc2O)O)Cl)c3ccc(cc3)OC,dcoid
3658,4lww,P43490,LWW,c1ccc(cc1)S(=O)(=O)c2ccc(cc2)CNC(=O)c3cc4cnccc4[nH]3,dcoid
3659,4lxd,P10415,1XV,c1cc(ccc1C2=C(COCC2)CN3CCN(CC3)c4ccc(cc4)C(=O)NS(=O)(=O)c5ccc(c(c5)[N+](=O)[O-])NC6CCOCC6)Cl,pdbbind_old
3660,4lxz,Q92769,SHH,c1ccc(cc1)NC(=O)CCCCCCC(=O)NO,pdbbind_old
3661,4ly1,Q92769,20Y,CC(=O)Nc1ccc(cc1)C(=O)Nc2cc(ccc2N)c3cccs3,pdbbind_old
3662,4ly9,Q14397,1YY,CC1COCCN1CC2CN(CCN2c3ccc(cc3)C(C)(C(F)(F)F)O)S(=O)(=O)c4cccs4,pdbbind_old
3663,4lyw,O60885,21Q,CCc1c(c([nH]c1C(=O)Nc2cc(ccc2O)S(=O)(=O)N(CC)CC)C)C(=O)C,pdbbind_old
3664,4lz7,P19491,1YW,CC(=O)NCC1CC(=NO1)c2ccc(c(c2)F)N3CCCC3,dcoid
3665,4lzr,O60885,LOC,CC(=O)NC1CCc2cc(c(c(c2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,pdbbind_old
3666,4lzs,O60885,L46,CCc1c(c([nH]c1C(=O)NC)C)C(=O)C,pdbbind_old
3667,4m0e,P22303,1YL,Cc1cccc2c1ccc3c2C(=O)C(=O)C4=C3OCC4C,pdbbind_old
3668,4m0f,P22303,1YK,CC1(C=CC(=O)C2(C1(CCC3(C2(CC4=C(O3)C=C(OC4=O)c5cc(c(c(c5)OC)OC)OC)O)C)O)C)C,pdbbind_old
3669,4m0r,P9WFX5,644,c1ccc(c(c1)C(=O)O)Nc2cccc(c2C(=O)O)Nc3ccccc3C(=O)O,pdbbind_old
3670,4m0y,Q08881,M0Y,c1ccc2c(c1)cccc2n3cc(c(n3)C(=O)N)NC(=O)N,pdbbind_old
3671,4m12,Q08881,1YZ,CCOc1ccc2cccc(c2c1)n3cc(c(n3)C(=O)N)NC(=O)N,pdbbind_old
3672,4m13,Q08881,1E0,CCCOc1ccc2cccc(c2c1)n3cc(c(n3)C(=O)N)NC(=O)N,pdbbind_new
3673,4m14,Q08881,QWS,CC(C)Oc1ccc2cccc(c2c1)n3cc(c(n3)C(=O)N)NC(=O)N,pdbbind_old
3674,4m15,Q08881,QWS,CC(C)Oc1ccc2cccc(c2c1)n3cc(c(n3)C(=O)N)NC(=O)N,dcoid
3675,4m1s,P01116,21K,CCS(=O)(=O)NC1CCN(CC1)C(=O)CNc2ccc(cc2Cl)Cl,dcoid
3676,4m1t,P01116,21M,CCS(=O)(=O)NC1CCN(CC1)C(=O)COc2ccc(cc2Cl)Cl,dcoid
3677,4m21,P01116,21Y,CCC(=O)N1CCN(CC1)C(=O)CNc2cc(c(cc2OC)Cl)Cl,dcoid
3678,4m2r,P00918,BZ1,CCNC1CN(S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)CCCOC,pdbbind_old
3679,4m2u,P00918,ETS,CCNC1CC(S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C,pdbbind_old
3680,4m2v,P00918,BZ1,CCNC1CN(S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)CCCOC,pdbbind_old
3681,4m2w,P00918,ETS,CCNC1CC(S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C,pdbbind_new
3682,4m2x,P9WNX1,TMQ,Cc1c(ccc2c1c(nc([nH+]2)N)N)CNc3cc(c(c(c3)OC)OC)OC,dcoid
3683,4m3b,P9WMC1,2B2,Cc1nc(cs1)c2ccc(cc2)C(=O)NCCC(F)(F)F,dcoid
3684,4m3f,P9WMC1,2D1,Cc1nc(cs1)c2ccc(cc2)S(=O)(=O)NCCC(C)C,dcoid
3685,4m3g,P9WMC1,2G1,Cc1nc(cs1)c2ccc(cc2)S(=O)(=O)NCCC(F)(F)F,dcoid
3686,4m3p,Q93088,HCS,C(CS)C(C(=O)O)N,pdbbind_old
3687,4m6p,P43490,20R,c1ccc(cc1)S(=O)(=O)c2ccc(cc2)CNC(=O)c3cc4c[nH]nc4nc3,dcoid
3688,4m6u,P11444,TTN,C(C(=O)[O-])(C(=O)[O-])O,pdbbind_old
3689,4m84,Q9BJF5,21E,CC(C)(C)n1c(c(c(n1)c2ccc3ccccc3n2)C(=O)N)N,dcoid
3690,4m8e,P19793 Q15596,29V,CC1CCC(=CC(=CCC=C(C)CC(=O)O)C)c2c1cccc2,pdbbind_old
3691,4m8h,P19793,R4M,CC1CCC(=CC(=CCCC(=CC(=O)O)C)C)c2c1cccc2,pdbbind_new
3692,4m8x,Q90JJ9,KGQ,CCOP(=O)(COc1ccc(cc1)CC(C(CN(CC(C)C)S(=O)(=O)c2ccc(cc2)OC)O)NC(=O)OC3COC4C3CCO4)OCC,pdbbind_old
3693,4m8y,Q90JJ9,KGQ,CCOP(=O)(COc1ccc(cc1)CC(C(CN(CC(C)C)S(=O)(=O)c2ccc(cc2)OC)O)NC(=O)OC3COC4C3CCO4)OCC,pdbbind_old
3694,4mc1,P0C6F2,526,CC(C)(C)C1Cc2cc(ccc2S(=O)(=O)N(C1)CC(C(Cc3ccccc3)NC(=O)OC4CCOC4)O)F,pdbbind_old
3695,4mc2,P0C6F2,525,CC(C)(C)C1Cc2cc(ccc2S(=O)(=O)N(C1)CC(C(Cc3ccccc3)NC(=O)OC4CCOC4)O)F,pdbbind_new
3696,4mc6,P0C6F2,23K,CC(C)C1Cc2cc(ccc2S(=O)(=O)N(C1)CC(C(Cc3ccccc3)NC(=O)NC(C)(C)C)O)F,pdbbind_new
3697,4mc9,P0C6F2,23L,CC(C)C1Cc2cc(ccc2S(=O)(=O)N(C1)CC(C(Cc3ccccc3)NC(=O)OC4CCOC4)O)F,pdbbind_new
3698,4mcb,P43912,21W,c1cc(ccc1CNCc2[nH]ccn2)CNC(=O)c3csc4c3C(=O)NC=N4,dcoid
3699,4mdn,Q00987,Y30,CC(C)(C)NC(=O)C(c1c2ccc(cc2[nH]c1C(=O)O)Cl)N(Cc3ccc(cc3)OCc4ccc(cc4)Cl)C=O,pdbbind_old
3700,4mg7,P03372,27H,CC1=CCC2(CCC(C2C(C1)OC(=O)c3ccc(cc3)O)(C(C)C)O)C,dcoid
3701,4mgd,P03372 Q15788,27N,c1cc(ccc1C(c2ccc(cc2)O)C(Cl)(Cl)Cl)O,pdbbind_old
3702,4mhy,B7QK46,PBD,COc1ccc(cc1OC)NC(=S)NCCCn2ccnc2,pdbbind_old
3703,4mhz,B7QK46,PBD,COc1ccc(cc1OC)NC(=S)NCCCn2ccnc2,pdbbind_old
3704,4mjp,P0A988,27O,CC(c1ccc(c2c1cccc2)C3CCCCC3)C(=O)O,pdbbind_old
3705,4mjq,P0A988,27R,c1cc(c(c(c1)C(=O)c2ccc(cc2)Br)N)CC(=O)O,dcoid
3706,4mk0,P25098,29X,c1cc(ccc1C2CCNCC2COc3ccc4c(c3)C=NC4=O)F,dcoid
3707,4mlp,Q9R194,2CX,CS(=O)(=O)N(Cc1ccco1)CC(Cn2c3ccccc3c4c2cccc4)O,dcoid
3708,4mme,O67854,29Q,c1ccc2c(c1)C3=NCCN3C2(c4ccc(cc4)Cl)O,pdbbind_old
3709,4mmm,P30044,BP7,c1ccc(cc1)c2ccc(c(c2)O)O,pdbbind_old
3710,4mmp,K0Y3H9,SLB,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O,pdbbind_new
3711,4mnp,Q8RDN9,SLB,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O,pdbbind_old
3712,4mo4,Q9I5Q5,ACP,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(CP(=O)(O)O)O)O)O)N,pdbbind_old
3713,4mo8,P00918,2VQ,Cc1ncc(n1CCNS(=O)(=O)N)[N+](=O)[O-],pdbbind_old
3714,4mp2,Q15119,PV1,c1ccc2c(c1)CN(C2)C(=O)c3cc(c(cc3O)O)Br,dcoid
3715,4mpe,Q15119,PV8,c1cc2c(cc1O)CN(C2)S(=O)(=O)c3ccc(cc3O)O,dcoid
3716,4mpn,Q15119,PV0,c1cc(c(cc1O)O)S(=O)(=O)N2Cc3cc(cc(c3C2)O)O,pdbbind_old
3717,4mq6,P9WIL4,29W,Cc1ccc(cc1)S(=O)(=O)NC(=O)c2cc3cc(ccc3n2CC(=O)O)OC,pdbbind_old
3718,4mr3,O60885,1K0,Cc1cc(cc(c1OCCO)C)C2=Nc3cc(cc(c3C(=O)N2)OC)OC,pdbbind_old
3719,4mr6,P25440,1K0,Cc1cc(cc(c1OCCO)C)C2=Nc3cc(cc(c3C(=O)N2)OC)OC,pdbbind_old
3720,4mre,P15379,2C9,Cc1cccc(c1N)N,pdbbind_old
3721,4mrg,P15379,24W,c1cc2c(c(c1)N)CCNC2,pdbbind_old
3722,4mrw,Q9Y233,MRW,c1cc2c(ccnc2cc1Cl)O,pdbbind_old
3723,4mrz,Q9Y233,2ZV,Cc1ccnc(c1[N+](=O)[O-])N,pdbbind_old
3724,4msa,Q9Y233,2ZM,c1cc2c(cc1[N+](=O)[O-])nc[nH]2,pdbbind_old
3725,4msc,Q9Y233,2ZT,c1ccc2c(c1)ccc(n2)COc3ccc4cccnc4c3,pdbbind_old
3726,4msn,Q9Y233,2ZQ,c1cc2cccnc2c(c1)[N+](=O)[O-],pdbbind_old
3727,4mss,B4EA43,2CZ,CC(=O)NC1CNCC(C(C1O)O)O,pdbbind_old
3728,4muf,P9WIL4,2DJ,CC(C)(C)c1ccc(cc1)S(=O)(=O)NC(=O)c2cc3cc(ccc3n2CC(=O)O)OC,pdbbind_old
3729,4mul,P9WIL4,2DW,COc1ccc2c(c1)cc(n2CC(=O)O)C(=O)NS(=O)(=O)c3ccc4ccccc4c3,pdbbind_old
3730,4muv,Q98GN8,PCG,c1nc2c(n1C3C(C4C(O3)COP(=O)(O4)O)O)N=C(NC2=O)N,pdbbind_old
3731,4mvy,Q38C91,387,c1cc(cc(c1)O)NC(=O)NCCCNCc2cc(cc(c2)Cl)Cl,dcoid
3732,4mwz,A5K867,CQA,CCN(CC)Cc1cc(ccc1O)Nc2ccnc3c2ccc(c3)Cl,dcoid
3733,4myd,P37355,164,C1=CC(C(C(=C1)C(=O)CCC(=O)O)C(=O)O)O,pdbbind_old
3734,4n07,P19491,2J9,c1cc2c(cc1F)S(=O)(=O)NCN2C3CC3,pdbbind_old
3735,4n5d,P55212,2FQ,Cc1ncc2c(n1)N(C(=O)C(=C2)N)C,pdbbind_old
3736,4n6g,P55212,2GQ,c1ccc2c(c1)C=C(NC2=O)N3CCCC3,pdbbind_old
3737,4n6z,P11309,2HW,c1cncc(c1N2CCCC(C2)N)NC(=O)c3c(nccn3)N,pdbbind_old
3738,4n7m,P55212,2GQ,c1ccc2c(c1)C=C(NC2=O)N3CCCC3,pdbbind_old
3739,4n7u,O00481,2JA,CC(=CCCP(=O)(O)OP(=O)(O)O)CO,pdbbind_old
3740,4n86,P02766,GBJ,CC1(C=Cc2c(ccc3c2OCC(C3)c4ccc(cc4O)O)O1)C,dcoid
3741,4n8e,P27487,2KV,c1cc(cc(c1)Cl)C2(CCC(CC2)N3CCCCC3=O)CN,dcoid
3742,4n8q,P9WFX5,FA0,c1cc(c(cc1F)N)C(=O)O,pdbbind_old
3743,4n9a,P0A988,2J2,c1cc2c(cc1Cl)c3c([nH]2)C(CCC3)C(=O)O,pdbbind_old
3744,4n9c,P43490,2ZM,c1cc2c(cc1[N+](=O)[O-])nc[nH]2,pdbbind_old
3745,4na9,P08709,1T7,c1ccc(cc1)C2CC(Nc3c2cc(cc3)C(=N)N)c4cc(cc(c4)N)c5ccccc5C(=O)O,pdbbind_old
3746,4nbk,P55212,2J5,Cc1cccnc1NCc2ccccc2O,pdbbind_old
3747,4nbl,P55212,2J6,c1cc(c(nc1)NCc2ccc(cc2O)F)c3ncccn3,pdbbind_old
3748,4nbn,P55212,2J7,c1ccc(c(c1)CNc2cc(ncn2)NCc3ccccc3O)O,pdbbind_old
3749,4ncn,G0S8G9,GTP,c1nc2c(n1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,pdbbind_old
3750,4ndu,A7UNK4,AMG,COC1C(C(C(C(O1)CO)O)O)O,pdbbind_old
3751,4ngm,Q04609,JB7,CC(=O)N(CCCCC(C(=O)O)NC(=O)NC(CCC(=O)O)C(=O)O)Cc1ccc(cc1)Br,pdbbind_old
3752,4ngn,Q04609,J96,c1ccc(c(c1)CC(=O)NCCCCC(C(=O)O)NC(=O)NC(CCC(=O)O)C(=O)O)OCCNC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCCCC2C3C(CS2)NC(=O)N3,pdbbind_old
3753,4ngp,Q04609,J31,c1ccc(c(c1)C(=O)NCCCCC(C(=O)O)NC(=O)NC(CCC(=O)O)C(=O)O)OCCNC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCCCC2C3C(CS2)NC(=O)N3,pdbbind_old
3754,4nh7,P07900,E0G,CC1(Cc2c(c(nn2c3ccc(c(c3)NC4CCC(CC4)O)C(=O)N)C(F)(F)F)C(=O)C1)C,pdbbind_old
3755,4nh8,P07900,2LC,Cc1cn(c2c1C(=O)CC(C2)(C)C)c3cc(c(c(c3)F)C(=O)N)NC4CCOC4,pdbbind_old
3756,4nj9,Q7TS98,2M9,COc1cc(c2ccc3c(cc(c4c3c2c1cc4)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,pdbbind_new
3757,4nja,P01660,2M9,COc1cc(c2ccc3c(cc(c4c3c2c1cc4)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,pdbbind_old
3758,4nks,P11362,2M2,Cc1cc(on1)CNc2nccc(n2)Nc3cc([nH]n3)CCc4ccccc4,dcoid
3759,4nkt,O13833,2KH,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(NP(=O)(O)OP(=O)(O)O)O)O)O,pdbbind_old
3760,4nl1,Q81VW8,Z13,c1cc(ccc1CN=Cc2ccc(cc2)C(F)(F)F)C(F)(F)F,pdbbind_old
3761,4nnr,P26885,FK5,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,pdbbind_old
3762,4non,Q5M586,GDP,c1nc2c(n1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,pdbbind_old
3763,4np2,P15379,2L1,Cc1c([nH]cn1)CN2CCc3ccccc3C2,pdbbind_old
3764,4np3,P15379,2L2,Cc1c([nH]cn1)CN2CCc3cccc(c3C2)N,pdbbind_old
3765,4np9,P47709,I3P,C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,pdbbind_old
3766,4nra,Q9UIF8,2LW,CC(=O)N1CCc2c(c3cc(ccc3[nH]2)Cl)C1,pdbbind_old
3767,4nsy,Q7M135,2OY,Cc1ccc(cc1)S(=O)(=O)NC(CCCCN)C(CCl)O,dcoid
3768,4nuc,O60885,435,Cc1cc(cc(c1O)C)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3,pdbbind_old
3769,4nud,O60885,NUD,Cc1cc(c(cc1O)N)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3,dcoid
3770,4nue,O60885,NUE,Cc1cc(c(c(c1O)C)N)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3,pdbbind_old
3771,4nus,P51812,2NK,CN1CCN(CC1)c2ccc(cc2)c3ccncc3c4cc(c(c(c4)F)O)F,dcoid
3772,4nvp,Q9Y3Q4,7CH,c1cn(c2c1c(ncn2)N)C3C(C4C(O3)COP(=O)(O4)O)O,pdbbind_old
3773,4nvq,Q96KQ7,2OD,COc1cc2c(cc1OCCCN3CCCC3)N=C(C24CCC4)N,dcoid
3774,4nwc,P42264,2QE,COC(=O)CCC(CC(C(=O)O)N)C(=O)O,pdbbind_old
3775,4nxu,Q9NQG6,ADP,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,pdbbind_old
3776,4nxv,Q9NQG6,GDP,c1nc2c(n1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,pdbbind_old
3777,4nyf,P0C6F2,4BI,Cc1c(c(c2ccccc2n1)c3ccc(cc3)Cl)C(C(=O)O)OC(C)(C)C,pdbbind_old
3778,4nyw,Q92793,2O3,CC1C(=O)Nc2cccc(c2N1)C(=O)NCCCN3CCCc4c3cccc4,dcoid
3779,4o04,P07900,2Q8,CC1(Cc2c(c3c(n2c4ccc(cc4)C(=O)N)CN(CC3)C)C(=O)C1)C,pdbbind_old
3780,4o05,P07900,2Q9,CC(C)Nc1cc(cc2c1C(=O)NCC2)n3c4c(c5c3CN(CC5)C)C(=O)CC(C4)(C)C,pdbbind_new
3781,4o07,P07900,FGH,CC(C)Cc1cc(cc2c1C(=O)NCC2)n3c4c(c5c3CN(CC5)C)C(=O)CC(C4)(C)C,pdbbind_new
3782,4o09,P07900,2R6,Cc1cn(c2c1C(=O)CC(C2)(C)C)c3cc4c(c(c3)CC(C)C)C(=O)NCC4,dcoid
3783,4o0a,P27694,2P9,c1cc(ccc1CNC(=S)c2ccc(cc2Cl)c3ccc(o3)C(=O)O)c4cc(nn4c5ccc(c(c5)Cl)Cl)C(=O)O,pdbbind_old
3784,4o0b,P07900,2QA,Cc1cn(c2c1C(=O)CC(C2)(C)C)c3cc4c(c(c3)C5CCCC5)C(=O)NCC4,pdbbind_new
3785,4o0x,O96013,2OQ,Cc1nc2ccc(cc2n1c3ncnc(n3)N)C#CC4(CCCCC4)O,pdbbind_old
3786,4o0y,O96013,2OO,CCNc1nc2ccc(cc2n1c3ncnc(n3)N)C#CC(C)(C)O,pdbbind_old
3787,4o2a,P81947,2RR,c1ccc2c(c1)nc(n2CC(=O)c3ccc(cc3)N)c4c(non4)NCCC#N,dcoid
3788,4o2b,E1BQ43 P81947 Q6B856 P63043,LOC,CC(=O)NC1CCc2cc(c(c(c2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,pdbbind_old
3789,4o2p,P00523,11V,c1ccc(cc1)C(Cn2c3c(cn2)c(nc(n3)SCCN4CCOCC4)Nc5ccccc5)Cl,pdbbind_old
3790,4o3c,P19491,ASP,C(C(C(=O)O)N)C(=O)O,pdbbind_old
3791,4o3f,P09411,TZN,COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)C4CCCO4,pdbbind_old
3792,4o61,Q6P6C2,CIT,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,pdbbind_old
3793,4o77,O60885,2RE,c1cc(ccc1c2[nH]c(c(n2)c3ccc(cc3)F)c4ccncc4)O,dcoid
3794,4o7a,O60885,2RF,c1cc(cc(c1)Cl)C2=C(C(=O)NC2=O)Nc3ccc(c(c3)Cl)O,dcoid
3795,4o7c,O60885,2RK,C1CNCCC1C2=NC(=C3C=CC4=C(CCC4=C3)N=O)C(=C5C=CNC=C5)N2,dcoid
3796,4o7u,Q834R3,SS7,Cc1cc(cc(c1OCC(C)N2C(=O)c3ccccc3C2=O)C)OC(=O)C,dcoid
3797,4o97,Q9Y5Y6,NTX,c1cc(cc(c1)C(=N)N)COc2cc(cc(c2)OCc3cccc(c3)C(=N)N)C(=O)NC4CCC(CC4)N,pdbbind_old
3798,4o9v,Q9Y5Y6,NT4,c1cc(ccc1C(=N)N)Oc2cc(cc(c2)Oc3ccc(cc3)C(=N)N)C(=O)NC4CCC(CC4)N,pdbbind_old
3799,4oag,Q8BGV8,ADP,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,pdbbind_old
3800,4obq,O95819,2QT,c1cc2c(cc1c3cc(cc(c3)F)NC(=O)CN4CCCC4)c(ncn2)N,dcoid
